time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-02-26T17:46:02.527Z,44.3548,-116.1347,10.007,2.8,ml,20,62,0.335,0.88,us,us7000m1ph,2024-03-10T15:26:26.816Z,"6 km NNW of Smiths Ferry, Idaho",earthquake,1.67,7.367,0.069,28,reviewed,us,us
2024-02-26T17:42:39.600Z,44.3665,-116.100333333333,4.98,1.65,ml,6,152,0.3581,0.05,mb,mb90041778,2024-02-29T16:48:20.829Z,"7 km N of Smiths Ferry, Idaho",earthquake,0.59,6.73,0.321267232187565,6,reviewed,mb,mb
2024-02-26T17:35:53.630Z,17.861,-66.8848333333333,8.02,2.64,md,8,220,0.1136,0.23,pr,pr71441323,2024-02-26T17:49:09.160Z,"12 km SSE of Guánica, Puerto Rico",earthquake,1.15,1.6,0.175698772631691,9,reviewed,pr,pr
2024-02-26T17:34:12.980Z,36.7783333,-121.4485,9.98,0.8,md,16,49,0.01431,0.1,nc,nc74008241,2024-03-05T21:13:06.176Z,"8 km WSW of Ridgemark, CA",earthquake,0.41,0.68,0.21,13,reviewed,nc,nc
2024-02-26T17:25:43.465Z,44.3907,-116.1108,12.164,4.9,mww,113,41,0.375,0.65,us,us7000m1pd,2024-03-12T19:37:33.038Z,"10 km N of Smiths Ferry, Idaho",earthquake,5.01,4.653,0.037,69,reviewed,us,us
2024-02-26T17:25:32.680Z,58.2601666666667,-154.877333333333,4.73,0.1,ml,5,195,,0.18,av,av91134188,2024-02-28T00:20:08.490Z,"80 km NNW of Karluk, Alaska",earthquake,1.37,1.6,0.156926769031914,5,reviewed,av,av
2024-02-26T17:15:32.776Z,11.4991,57.6615,10,5,mww,83,69,13.445,0.58,us,us7000m1ng,2024-03-10T15:15:58.517Z,"Owen Fracture Zone region",earthquake,9.77,1.869,0.093,11,reviewed,us,us
2024-02-26T17:14:28.340Z,38.8139992,-122.8008347,2.96,0.81,md,23,52,0.007413,0.02,nc,nc74008231,2024-02-26T17:16:03.045Z,"6 km NW of The Geysers, CA",earthquake,0.22,0.51,0.24,24,automatic,nc,nc
2024-02-26T17:12:04.830Z,34.692,-116.2953333,2.95,0.33,ml,3,231,0.119,0.01,ci,ci40676728,2024-02-26T19:58:35.231Z,"13 km WSW of Ludlow, CA",earthquake,0.69,0.65,0.127,3,reviewed,ci,ci
2024-02-26T17:04:47.515Z,5.6658,126.8807,112.36,4.2,mb,40,125,1.902,0.53,us,us6000mg3i,2024-03-07T15:22:44.040Z,"109 km SE of Pondaguitan, Philippines",earthquake,7.69,8.235,0.106,25,reviewed,us,us
2024-02-26T17:00:42.340Z,33.5196667,-116.5266667,12.35,0.52,ml,25,53,0.03791,0.14,ci,ci40676720,2024-02-26T21:20:15.580Z,"14 km ESE of Anza, CA",earthquake,0.26,0.4,0.129,10,reviewed,ci,ci
2024-02-26T16:51:56.826Z,37.2588,-117.6039,9.1,1.3,ml,9,111.66,0.042,0.1394,nn,nn00873916,2024-02-26T18:29:05.846Z,"55 km S of Silver Peak, Nevada",earthquake,,1.8,0.48,4,reviewed,nn,nn
2024-02-26T16:50:37.370Z,37.7503333,-122.5625,8.32,1.19,md,25,162,0.08262,0.08,nc,nc74008221,2024-02-27T06:54:53.208Z,"6 km WNW of San Francisco Zoo, CA",earthquake,0.35,0.63,0.293,19,reviewed,nc,nc
2024-02-26T16:46:28.063Z,63.3857,-149.8542,78.5,1.6,ml,,,,1.94,ak,ak0242mjfmxi,2024-02-26T16:49:15.821Z,"45 km W of Cantwell, Alaska",earthquake,,0.7,,,automatic,ak,ak
2024-02-26T16:37:58.370Z,38.4946666666667,-112.888,2.62,-0.01,md,9,68,0.006984,0.07,uu,uu80049516,2024-02-26T21:03:56.680Z,"15 km NE of Milford, Utah",earthquake,0.36,0.55,0.385575235878522,2,reviewed,uu,uu
2024-02-26T16:35:31.580Z,60.0521666666667,-153.1,1.98,-0.23,ml,4,236,,0.23,av,av92215686,2024-02-28T00:13:39.800Z,"63 km ENE of Pedro Bay, Alaska",earthquake,1.22,2.17,0.0848322076475196,4,reviewed,av,av
2024-02-26T16:26:16.580Z,19.357666015625,-155.285507202148,0.180000007152557,1.91,ml,19,66,0.02499,0.180000007,hv,hv74121946,2024-02-27T02:35:19.517Z,"10 km SSW of Volcano, Hawaii",earthquake,0.23,0.360000014,0.21,7,automatic,hv,hv
2024-02-26T16:25:12.180Z,38.8316667,-122.8183333,1.72,-0.33,md,9,80,0.01048,0.01,nc,nc74008216,2024-02-29T01:21:43.694Z,"8 km NW of The Geysers, CA",earthquake,0.4,1.12,0.122,7,reviewed,nc,nc
2024-02-26T16:07:25.559Z,57.585,-155.5757,83.6,1.9,ml,,,,0.51,ak,ak0242mj79t7,2024-02-26T16:10:19.792Z,"67 km W of Karluk, Alaska",earthquake,,1,,,automatic,ak,ak
2024-02-26T15:53:00.682Z,-24.0668,-179.8811,533.388,4.2,mb,24,122,5.195,0.96,us,us6000mg3h,2024-03-05T16:36:40.040Z,"south of the Fiji Islands",earthquake,13.87,10.863,0.124,18,reviewed,us,us
2024-02-26T15:37:35.650Z,58.4221666666667,-154.787166666667,6.45,0.56,ml,9,131,,0.22,av,av91134178,2024-02-28T00:09:22.780Z,"97 km NNW of Karluk, Alaska",earthquake,0.56,0.85,0.206979050895283,9,reviewed,av,av
2024-02-26T15:33:41.430Z,38.8236667,-122.7598333,2.13,0.41,md,12,213,0.0104,0.02,nc,nc74008201,2024-02-29T01:20:13.413Z,"3 km W of Cobb, CA",earthquake,0.42,0.65,0.132,11,reviewed,nc,nc
2024-02-26T15:30:04.129Z,31.667,-104.188,8.374,1.6,ml,10,72,0.1,0,tx,tx2024dzmw,2024-02-26T18:22:23.989Z,"54 km NW of Toyah, Texas",earthquake,0.740689505995712,0.98247297704224,0.2,6,reviewed,tx,tx
2024-02-26T15:28:24.850Z,33.0895,-116.0666667,8.73,2.2,ml,75,34,0.1076,0.22,ci,ci40676632,2024-02-26T21:46:35.800Z,"8 km SE of Ocotillo Wells, CA",earthquake,0.15,0.64,0.175,27,reviewed,ci,ci
2024-02-26T15:24:34.879Z,57.9523,-154.6074,50,1.7,ml,,,,0.58,ak,ak0242mipi3j,2024-02-26T15:26:12.797Z,"43 km NNW of Karluk, Alaska",earthquake,,1.9,,,automatic,ak,ak
2024-02-26T15:24:15.460Z,32.4133333,-115.1998333,15.27,1.7,ml,17,91,0.08427,0.23,ci,ci40676624,2024-02-26T21:23:13.826Z,"6 km N of Delta, B.C., MX",earthquake,0.44,0.8,0.352,13,reviewed,ci,ci
2024-02-26T15:23:29.730Z,31.571,-104.174,8.2532,2,ml,36,68,0,0.2,tx,tx2024dzmq,2024-02-27T13:36:35.172Z,"46 km NW of Toyah, Texas",earthquake,0.681906741841197,0.8734729115370936,0.1,22,reviewed,tx,tx
2024-02-26T15:16:52.060Z,38.8383331,-122.7958298,1.92,0.65,md,10,90,0.004285,0.01,nc,nc74008196,2024-02-26T15:38:13.473Z,"7 km WNW of Cobb, CA",earthquake,0.32,0.95,0.12,12,automatic,nc,nc
2024-02-26T15:09:00.970Z,35.6815,-117.5211667,9.46,1.45,ml,32,58,0.08102,0.12,ci,ci40676608,2024-02-26T21:16:51.060Z,"14 km SW of Searles Valley, CA",earthquake,0.17,0.36,0.129,24,reviewed,ci,ci
2024-02-26T14:43:29.470Z,32.8101667,-115.5821667,11.7,1.13,ml,12,110,0.05539,0.18,ci,ci40676592,2024-02-26T21:04:28.033Z,"3 km NW of El Centro, CA",earthquake,0.42,0.52,0.321,9,reviewed,ci,ci
2024-02-26T14:30:42.790Z,38.8154984,-122.829834,1.06,0.75,md,8,124,0.006641,0.02,nc,nc74008181,2024-02-26T15:16:13.180Z,"8 km WNW of The Geysers, CA",earthquake,0.45,0.72,0.23,9,automatic,nc,nc
2024-02-26T14:27:17.290Z,38.837,-122.8296667,2.04,-0.07,md,13,84,0.004814,0.02,nc,nc74008171,2024-02-29T01:17:42.880Z,"9 km NW of The Geysers, CA",earthquake,0.27,0.51,0.354,12,reviewed,nc,nc
2024-02-26T14:20:28.301Z,41.2807,78.4912,9.952,4.3,mb,41,112,0.553,0.81,us,us7000m1m7,2024-03-05T16:43:16.040Z,"124 km SSE of Kyzyl-Suu, Kyrgyzstan",earthquake,3.42,3.869,0.143,14,reviewed,us,us
2024-02-26T14:08:40.689Z,58.5761,-155.4026,110.8,1.5,ml,,,,0.14,ak,ak0242mi0njz,2024-02-26T14:20:03.257Z,"74 km E of King Salmon, Alaska",earthquake,,6.2,,,automatic,ak,ak
2024-02-26T14:07:56.840Z,38.8351667,-122.7906667,2.37,0.3,md,15,54,0.003247,0.03,nc,nc74008161,2024-03-01T19:39:59.226Z,"6 km WNW of Cobb, CA",earthquake,0.22,0.43,0.411,14,reviewed,nc,nc
2024-02-26T14:06:43.768Z,63.0226,-149.2613,68.7,1.4,ml,,,,0.55,ak,ak0242mi08ag,2024-02-26T14:09:09.410Z,"44 km SSW of Cantwell, Alaska",earthquake,,1.3,,,automatic,ak,ak
2024-02-26T13:49:47.841Z,-22.0731,179.5804,610.994,4.2,mb,48,99,4.539,0.94,us,us7000m1m6,2024-03-05T16:25:35.040Z,"south of the Fiji Islands",earthquake,15.09,8.428,0.092,33,reviewed,us,us
2024-02-26T13:46:16.980Z,46.18566666666667,-122.192,7.91,0.63,ml,11,114,0.01396,0.1,uw,uw61984836,2024-02-26T18:25:11.840Z,"36 km NNE of Amboy, Washington",earthquake,0.57,0.43,0.17387911840102444,8,reviewed,uw,uw
2024-02-26T13:35:54.016Z,61.5343,-151.2295,61.9,1.7,ml,,,,0.7,ak,ak0242mhl18p,2024-02-26T13:37:47.998Z,"38 km W of Susitna, Alaska",earthquake,,1.6,,,automatic,ak,ak
2024-02-26T13:31:39.080Z,31.4155,-114.3338333,5.96,4.07,ml,11,152,0.5815,0.16,ci,ci40676576,2024-03-03T01:53:21.989Z,"107 km SE of Estacion Coahuila, B.C., MX",earthquake,0.35,31.61,0.142,253,reviewed,ci,ci
2024-02-26T13:29:33.890Z,48.756166666666665,-121.82983333333334,2.4,1.6400000000000001,ml,6,101,0.07453,0.14,uw,uw61984826,2024-02-26T18:48:32.990Z,"17 km SSE of Glacier, Washington",earthquake,0.77,1.18,0.08769424168237316,5,reviewed,uw,uw
2024-02-26T13:27:25.170Z,38.8311653,-122.8164978,1.67,1.09,md,18,65,0.00924,0.01,nc,nc74008151,2024-02-26T14:28:09.852Z,"8 km NW of The Geysers, CA",earthquake,0.25,0.44,0.35,17,automatic,nc,nc
2024-02-26T13:24:31.010Z,35.7185,-117.565,2.5,0.96,ml,24,59,0.1268,0.15,ci,ci40676568,2024-02-26T19:36:21.584Z,"15 km NE of Ridgecrest, CA",earthquake,0.21,0.43,0.033,7,reviewed,ci,ci
2024-02-26T13:05:38.110Z,38.4953333333333,-112.8825,2.14,0.42,md,10,81,0.007032,0.08,uu,uu80049436,2024-02-26T21:07:19.940Z,"15 km NE of Milford, Utah",earthquake,0.38,0.54,0.246820822288138,3,reviewed,uu,uu
2024-02-26T13:02:25.130Z,53.9413333333333,-166.700333333333,5.22,0.15,ml,5,139,,0.06,av,av92215511,2024-02-27T23:02:04.720Z,"11 km WNW of Dutch Harbor, Alaska",earthquake,0.3,0.62,0.290401001965407,6,reviewed,av,av
2024-02-26T13:01:18.030Z,57.0521666666667,-135.697833333333,8.21,0.32,ml,4,129,,0.12,av,av91134158,2024-02-27T23:46:35.960Z,"22 km W of Sitka, Alaska",earthquake,1.43,0.68,0.335277961855052,4,reviewed,av,av
2024-02-26T12:57:52.893Z,64.4897,-146.9145,9.4,1.6,ml,,,,0.44,ak,ak0242mh4bax,2024-02-26T13:00:27.420Z,"3 km S of Salcha, Alaska",earthquake,,0.1,,,automatic,ak,ak
2024-02-26T12:54:09.760Z,19.3563327789307,-155.287506103516,-0.529999971389771,1.73,ml,16,123,0.02729,0.109999999,hv,hv74121861,2024-02-26T12:56:47.350Z,"11 km SSW of Volcano, Hawaii",earthquake,0.19,0.289999992,0.31,5,automatic,hv,hv
2024-02-26T12:47:40.570Z,58.4226666666667,-154.759,5.58,-0.37,ml,4,153,,0.09,av,av91134143,2024-02-27T23:46:32.010Z,"96 km N of Karluk, Alaska",earthquake,1,1.68,0.238458081016631,4,reviewed,av,av
2024-02-26T12:44:30.380Z,40.3608333,-124.8095,13.19,2.62,md,60,238,0.3642,0.25,nc,nc74008141,2024-03-04T21:51:00.040Z,"45 km W of Petrolia, CA",earthquake,1.24,1.18,0.183,47,reviewed,nc,nc
2024-02-26T12:42:18.130Z,38.9388333,-123.2156667,2.71,1.17,md,17,46,0.01817,0.07,nc,nc74008146,2024-02-27T06:39:51.977Z,"15 km ESE of Boonville, CA",earthquake,0.24,0.45,0.057,15,reviewed,nc,nc
2024-02-26T12:39:00.730Z,38.494,-112.885,1.73,0.58,md,10,90,0.007676,0.09,uu,uu80049431,2024-02-26T21:10:11.930Z,"15 km NE of Milford, Utah",earthquake,0.37,0.56,0.361664247214407,3,reviewed,uu,uu
2024-02-26T12:28:42.870Z,41.2247,78.7931,10,4.3,mb,50,75,0.32,0.69,us,us7000m1lv,2024-03-04T21:52:01.040Z,"116 km WNW of Aykol, China",earthquake,4.19,1.897,0.116,21,reviewed,us,us
2024-02-26T12:24:37.410Z,57.0383333333333,-135.623166666667,5.33,-0.15,ml,4,181,,0.02,av,av91134153,2024-02-27T23:46:35.020Z,"17 km W of Sitka, Alaska",earthquake,0.84,1.03,0.334890494986853,4,reviewed,av,av
2024-02-26T12:14:09.300Z,57.0511666666667,-135.7005,7,0.29,ml,4,125,,0.11,av,av91134148,2024-02-27T23:46:32.920Z,"22 km W of Sitka, Alaska",earthquake,1.16,0.57,0.307534406449444,4,reviewed,av,av
2024-02-26T12:12:14.137Z,60.3365,-150.9816,34,1.5,ml,,,,0.72,ak,ak0242mgul39,2024-02-26T12:14:31.293Z,"16 km E of Kasilof, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-02-26T12:11:24.860Z,33.646,-116.7095,16.59,0.47,ml,37,54,0.03753,0.12,ci,ci40676552,2024-02-26T19:31:00.293Z,"10 km S of Idyllwild, CA",earthquake,0.17,0.31,0.136,11,reviewed,ci,ci
2024-02-26T12:09:58.812Z,58.8663,-153.9221,20.6,1,ml,,,,0.67,ak,ak0242mgu4vf,2024-02-26T12:12:36.700Z,"80 km SE of Kokhanok, Alaska",earthquake,,1,,,automatic,ak,ak
2024-02-26T12:08:20.130Z,33.686,-116.7416667,16.28,1,ml,62,38,0.034,0.17,ci,ci40676544,2024-02-26T14:07:48.190Z,"6 km SSW of Idyllwild, CA",earthquake,0.16,0.27,0.214,27,reviewed,ci,ci
2024-02-26T12:06:47.470Z,-4.0546,133.6448,23.856,4.3,mb,21,118,1.793,0.67,us,us7000m1lu,2024-03-04T21:55:30.040Z,"194 km SE of Fakfak, Indonesia",earthquake,7.08,6.813,0.154,12,reviewed,us,us
2024-02-26T12:04:22.465Z,31.572,-104.193,7.5354,1.6,ml,16,72,0.1,0.1,tx,tx2024dzgb,2024-02-26T16:31:18.527Z,"47 km NW of Toyah, Texas",earthquake,0.9085467366685277,0.848651861898844,0.2,8,reviewed,tx,tx
2024-02-26T11:50:51.150Z,35.3195,-118.5638333,2.94,1.8,ml,52,33,0.1203,0.17,ci,ci40676528,2024-02-26T14:08:54.140Z,"23 km NNW of Tehachapi, CA",earthquake,0.16,0.46,0.194,27,reviewed,ci,ci
2024-02-26T11:45:06.852Z,64.932,-152.0715,33.4,1.8,ml,,,,1,ak,ak0242mgg7jx,2024-02-26T11:47:36.904Z,"26 km S of Tanana, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-02-26T11:29:22.032Z,29.4839,88.1481,10,4.5,mb,51,105,13.348,1.12,us,us7000m1ln,2024-03-04T21:56:28.040Z,"75 km WNW of Rikaze, China",earthquake,10.39,1.85,0.098,30,reviewed,us,us
2024-02-26T11:26:56.010Z,34.226,-116.8735,4.54,0.97,ml,40,98,0.05332,0.13,ci,ci40676520,2024-02-26T19:22:03.624Z,"4 km ESE of Big Bear Lake, CA",earthquake,0.17,0.64,0.134,20,reviewed,ci,ci
2024-02-26T11:26:29.779Z,58.4337,-154.7782,6.5,1.2,ml,,,,0.48,ak,ak0242mgc6pt,2024-02-27T22:46:50.710Z,"98 km NNW of Karluk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-02-26T11:21:41.410Z,44.7811666666667,-111.095,15.45,-0.09,md,5,187,0.01709,0.18,uu,uu80000533,2024-02-26T16:55:35.820Z,"7 km E of Hebgen Lake Estates, Montana",earthquake,5.25,1.94,0.185187495969844,4,reviewed,uu,uu
2024-02-26T11:21:16.380Z,38.5015,-112.878833333333,1.98,-0.11,md,6,105,0.006127,0.13,uu,uu80049371,2024-02-26T16:48:35.520Z,"16 km NE of Milford, Utah",earthquake,0.56,0.63,0.791554372177249,3,reviewed,uu,uu
2024-02-26T11:16:49.324Z,39.4204,-119.9384,7.8,1,ml,19,123.62,0.094,0.1262,nn,nn00873915,2024-02-26T18:16:39.921Z,"7 km ENE of Floriston, California",earthquake,,1,0.19,3,reviewed,nn,nn
2024-02-26T11:15:55.170Z,38.815834,-122.8190002,1.63,0.44,md,9,102,0.01028,0.02,nc,nc74008131,2024-02-26T12:34:12.166Z,"7 km NW of The Geysers, CA",earthquake,0.4,0.86,0.26,10,automatic,nc,nc
2024-02-26T11:12:29.140Z,19.1825008392334,-155.493499755859,31.3700008392334,2.16000009,md,31,134,0.04008,0.119999997,hv,hv74121801,2024-02-26T11:14:29.850Z,"2 km SW of Pāhala, Hawaii",earthquake,0.68,0.589999974,0.310000002,3,automatic,hv,hv
2024-02-26T11:11:15.399Z,58.8302,-154.0124,29.6,1.3,ml,,,,0.73,ak,ak0242mg8wtu,2024-02-27T22:39:26.140Z,"80 km SSE of Kokhanok, Alaska",earthquake,,0.9,,,automatic,ak,ak
2024-02-26T11:05:01.910Z,38.4933333333333,-112.882833333333,1.5,0.11,md,10,79,0.008431,0.1,uu,uu80049366,2024-02-26T21:12:48.720Z,"15 km NE of Milford, Utah",earthquake,0.35,0.55,0.260909328478944,3,reviewed,uu,uu
2024-02-26T11:03:34.510Z,38.795,-122.7551667,0.21,0.27,md,13,88,0.006646,0.02,nc,nc74008126,2024-02-29T01:11:42.255Z,"2 km N of The Geysers, CA",earthquake,0.18,0.29,0.24,10,reviewed,nc,nc
2024-02-26T11:02:07.800Z,45.2018333333333,-112.806833333333,7.19,1.01,ml,8,194,0.1428,0.06,mb,mb90041763,2024-02-26T17:14:15.960Z,"13 km W of Dillon, Montana",earthquake,0.59,2.02,0.204530104974518,6,reviewed,mb,mb
2024-02-26T11:00:51.890Z,58.4196666666667,-154.778166666667,7.16,-0.13,ml,5,141,,0.19,av,av91134128,2024-02-27T22:51:57.790Z,"96 km NNW of Karluk, Alaska",earthquake,0.59,1,0.301074374950848,5,reviewed,av,av
2024-02-26T10:53:04.800Z,18.0058333333333,-67.132,8.35,2.23,md,3,335,0.02132,0.02,pr,pr71441298,2024-02-26T11:25:25.380Z,"4 km ESE of Boquerón, Puerto Rico",earthquake,1.59,0.5,0.10717234609315,3,reviewed,pr,pr
2024-02-26T10:40:01.800Z,52.0126666666667,-176.648166666667,0.53,1.74,ml,11,178,,0.21,av,av92215421,2024-02-27T22:17:16.390Z,"15 km N of Adak, Alaska",earthquake,0.82,1.51,0.347409956744626,11,reviewed,av,av
2024-02-26T10:23:13.920Z,58.4163333333333,-154.775666666667,7.65,-0.3,ml,4,152,,0.19,av,av91134118,2024-02-27T22:24:09.050Z,"96 km NNW of Karluk, Alaska",earthquake,1.43,1.1,0.146064882401437,4,reviewed,av,av
2024-02-26T10:21:28.851Z,63.167,-152.4469,0,1.5,ml,,,,0.7,ak,ak0242mfpogl,2024-02-26T10:23:30.204Z,"55 km SW of Denali National Park, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-02-26T10:18:32.260Z,60.0465,-153.093333333333,-0.49,-0.64,ml,4,211,,0.08,av,av92215406,2024-02-28T00:44:31.460Z,"63 km ENE of Pedro Bay, Alaska",earthquake,0.41,1.65,0.493725811109844,4,reviewed,av,av
2024-02-26T10:18:25.458Z,63.3507,-151.3394,0,1.8,ml,,,,0.67,ak,ak0242mfp11t,2024-02-26T10:20:46.219Z,"28 km SE of Denali National Park, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-02-26T10:07:39.480Z,32.825,-115.6098333,10.52,1.14,ml,25,88,0.06028,0.2,ci,ci40676512,2024-02-26T19:14:52.585Z,"4 km WSW of Imperial, CA",earthquake,0.3,0.61,0.196,10,reviewed,ci,ci
2024-02-26T10:00:46.700Z,38.4918333333333,-112.8825,2.41,0.53,md,12,83,0.008606,0.1,uu,uu80049336,2024-02-26T21:16:33.120Z,"15 km NE of Milford, Utah",earthquake,0.39,0.5,0.293919593863815,3,reviewed,uu,uu
2024-02-26T09:59:49.000Z,38.4918333333333,-112.885333333333,1.78,0.14,md,7,89,0.008349,0.06,uu,uu80049331,2024-02-26T21:18:54.850Z,"15 km NE of Milford, Utah",earthquake,0.47,0.68,0.388350210243064,2,reviewed,uu,uu
2024-02-26T09:59:11.870Z,58.4228333333333,-154.785833333333,6.71,0.59,ml,9,132,,0.21,av,av91134113,2024-02-27T21:58:07.820Z,"97 km NNW of Karluk, Alaska",earthquake,0.53,0.89,0.161553740704063,9,reviewed,av,av
2024-02-26T09:58:36.710Z,58.4211666666667,-154.779166666667,7.55,-0.03,ml,7,138,,0.2,av,av92215391,2024-02-27T21:52:03.990Z,"96 km NNW of Karluk, Alaska",earthquake,0.52,0.9,0.247294057901477,7,reviewed,av,av
2024-02-26T09:58:03.100Z,38.7906667,-122.7676667,2.75,0.84,md,21,76,0.01173,0.03,nc,nc74008121,2024-03-05T21:09:05.487Z,"2 km NNW of The Geysers, CA",earthquake,0.19,0.33,0.232,19,reviewed,nc,nc
2024-02-26T09:56:27.240Z,58.4203333333333,-154.7805,6.86,0.52,ml,8,139,,0.21,av,av91134108,2024-02-27T21:48:56.940Z,"96 km NNW of Karluk, Alaska",earthquake,0.52,0.89,0.173409727851722,8,reviewed,av,av
2024-02-26T09:54:40.186Z,39.3946,-120.1507,9.3,1,ml,10,103.85,0.129,0.1647,nn,nn00873944,2024-02-27T03:52:31.831Z,"7 km NNE of Truckee, California",earthquake,,2.5,0.45,3,reviewed,nn,nn
2024-02-26T09:54:03.540Z,52.3758333333333,-174.1285,7.8,0.81,ml,5,114,,0.23,av,av92215386,2024-02-27T21:03:36.740Z,"20 km NNE of Atka, Alaska",earthquake,1.95,1.05,0.249394933691956,5,reviewed,av,av
2024-02-26T09:50:05.330Z,58.4213333333333,-154.782,7.12,-0.11,ml,5,136,,0.18,av,av91134103,2024-02-27T21:44:57.200Z,"96 km NNW of Karluk, Alaska",earthquake,0.51,1.05,0.333511457080838,5,reviewed,av,av
2024-02-26T09:46:51.350Z,19.3971672058105,-155.276840209961,0.910000026226044,1.84,ml,14,51,0.003509,0.109999999,hv,hv74121721,2024-02-26T09:49:28.710Z,"6 km SW of Volcano, Hawaii",earthquake,0.24,0.189999998,0.21,5,automatic,hv,hv
2024-02-26T09:46:13.460Z,38.838665,-122.8126678,2.35,0.55,md,7,80,0.01538,0.01,nc,nc74008116,2024-02-26T11:09:14.686Z,"8 km WNW of Cobb, CA",earthquake,0.65,1.5,0.31,10,automatic,nc,nc
2024-02-26T09:40:17.330Z,52.1298333333333,-176.1605,15.66,1.54,ml,6,284,,0.29,av,av91134098,2024-02-27T21:42:14.080Z,"43 km NE of Adak, Alaska",earthquake,2.2,1.87,0.180985527460601,6,reviewed,av,av
2024-02-26T09:38:13.140Z,32.8278333,-115.6095,11.42,1.12,ml,21,59,0.08413,0.23,ci,ci40676504,2024-02-26T19:08:08.772Z,"4 km WSW of Imperial, CA",earthquake,0.35,0.61,0.259,7,reviewed,ci,ci
2024-02-26T09:33:11.180Z,57.0531666666667,-135.697,6.72,0.31,ml,4,128,,0.1,av,av91134093,2024-02-27T21:35:05.690Z,"22 km W of Sitka, Alaska",earthquake,1.13,0.54,0.395983243528276,4,reviewed,av,av
2024-02-26T09:33:00.105Z,62.6388,-149.5193,51.4,1.9,ml,,,,0.68,ak,ak0242mf6r8a,2024-02-26T09:35:00.424Z,"36 km NE of Chase, Alaska",earthquake,,0.9,,,automatic,ak,ak
2024-02-26T09:29:00.270Z,57.0516666666667,-135.699833333333,6.91,0.32,ml,4,126,,0.1,av,av91134088,2024-02-27T21:32:07.870Z,"22 km W of Sitka, Alaska",earthquake,1.17,0.55,0.314100073776841,4,reviewed,av,av
2024-02-26T09:27:15.200Z,60.0446666666667,-153.088166666667,-2.48,-0.76,ml,5,104,,0.07,av,av92215361,2024-02-27T20:54:01.380Z,"63 km ENE of Pedro Bay, Alaska",earthquake,0.22,1.78,0.445353370149006,5,reviewed,av,av
2024-02-26T09:14:04.713Z,38.0607,-116.2612,7.7,1.9,ml,16,178.95,0.582,0.1958,nn,nn00873912,2024-02-26T17:51:32.515Z,"64 km NW of Rachel, Nevada",earthquake,,4.1,0.19,10,reviewed,nn,nn
2024-02-26T09:05:59.760Z,52.4583333333333,-174.170666666667,6.26,1.23,ml,6,298,,0.16,av,av91134083,2024-02-27T21:00:33.240Z,"29 km N of Atka, Alaska",earthquake,1,1.51,0.26726891120882,6,reviewed,av,av
2024-02-26T09:05:24.950Z,39.61,-120.2419,9.7,0.8,ml,5,213.04,0.216,0.1355,nn,nn00873936,2024-02-27T00:40:41.666Z,"4 km SSW of Sierra Brooks, California",earthquake,,6.3,0.28,4,reviewed,nn,nn
2024-02-26T09:04:10.988Z,63.1394,-148.7857,2.2,1.7,ml,,,,0.86,ak,ak0242mf0kay,2024-02-26T09:06:36.121Z,"29 km SSE of Cantwell, Alaska",earthquake,,0.2,,,automatic,ak,ak
2024-02-26T09:03:45.824Z,64.8631,-148.7186,14.2,0.8,ml,,,,0.21,ak,ak0242mf0f9y,2024-02-26T09:04:50.461Z,"33 km W of Ester, Alaska",earthquake,,1.3,,,automatic,ak,ak
2024-02-26T09:03:29.670Z,38.5016666666667,-112.8845,2.36,0.53,md,10,66,0.001682,0.11,uu,uu80049286,2024-02-26T21:29:46.470Z,"16 km NE of Milford, Utah",earthquake,0.39,0.56,0.656685947157362,3,reviewed,uu,uu
2024-02-26T09:01:27.210Z,60.0455,-153.0885,-2.05,-0.84,ml,5,107,,0.06,av,av92215336,2024-02-27T20:51:27.720Z,"63 km ENE of Pedro Bay, Alaska",earthquake,0.19,3,0.423284603627495,5,reviewed,av,av
2024-02-26T08:59:17.650Z,38.5,-112.893666666667,2.18,0.86,md,15,81,0.005734,0.09,uu,uu80049281,2024-02-26T19:06:10.860Z,"15 km NE of Milford, Utah",earthquake,0.29,0.39,0.114632333943418,6,reviewed,uu,uu
2024-02-26T08:53:13.910Z,38.8125,-122.8096695,2.77,1.06,md,16,47,0.01088,0.03,nc,nc74008106,2024-02-26T09:20:14.985Z,"6 km NW of The Geysers, CA",earthquake,0.28,0.71,0.07,17,automatic,nc,nc
2024-02-26T08:49:41.095Z,60.2661,-153.864,187.5,2.3,ml,,,,0.48,ak,ak0242meouaf,2024-02-26T15:29:08.040Z,"26 km ENE of Port Alsworth, Alaska",earthquake,,0.6,,,automatic,ak,ak
2024-02-26T08:48:13.134Z,62.2194,-148.5777,25.5,1.8,ml,,,,0.68,ak,ak0242meokdd,2024-02-26T08:50:50.200Z,"47 km N of Chickaloon, Alaska",earthquake,,0.3,,,automatic,ak,ak
