time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-03-11T00:59:07.924Z,31.612,-104.097,5.6897,1.6,ml,12,77,0,0.1,tx,tx2024exze,2024-03-12T14:57:34.995Z,"43 km NW of Toyah, Texas",earthquake,0.7976189272368956,0.847059834112572,0.2,11,reviewed,tx,tx
2024-03-11T00:53:02.467Z,39.7198,-119.8543,10,0.6,ml,4,124.96,0.14,0.0622,nn,nn00874532,2024-03-11T15:24:22.434Z,"9 km N of Lemmon Valley, Nevada",earthquake,,4.4,0.51,3,reviewed,nn,nn
2024-03-11T00:49:59.860Z,33.9753333,-116.8476667,18.27,0.58,ml,18,211,0.1474,0.13,ci,ci37631012,2024-03-11T16:11:53.857Z,"6 km NNE of Banning, CA",earthquake,0.47,0.85,0.115,9,reviewed,ci,ci
2024-03-11T00:49:43.310Z,32.7833333,-116.0028333,7.45,0.83,ml,23,36,0.03829,0.18,ci,ci40685280,2024-03-11T15:57:59.985Z,"5 km N of Ocotillo, CA",earthquake,0.25,0.57,0.037,6,reviewed,ci,ci
2024-03-11T00:46:15.250Z,38.84,-122.834,0.73,0.29,md,15,115,0.001826,0.04,nc,nc74015256,2024-03-13T00:18:07.518Z,"10 km NW of The Geysers, CA",earthquake,0.24,0.4,0.422,13,reviewed,nc,nc
2024-03-11T00:26:48.493Z,61.5098,-148.2048,29.7,2.3,ml,,,,0.33,ak,ak02439fbbf5,2024-03-11T00:28:05.659Z,"34 km SSE of Chickaloon, Alaska",earthquake,,0.2,,,automatic,ak,ak
2024-03-11T00:26:34.610Z,53.835,-166.497333333333,8.44,0.39,ml,7,282,,0.21,av,av91136098,2024-03-12T19:13:55.960Z,"4 km SSE of Unalaska, Alaska",earthquake,0.8,1.01,0.257528306266752,7,reviewed,av,av
2024-03-11T00:25:00.300Z,36.0213318,-120.5856705,1.11,0.75,md,8,147,0.04151,0.04,nc,nc74015251,2024-03-11T00:26:32.341Z,"20 km NW of Parkfield, CA",earthquake,0.53,1.98,0.16,4,automatic,nc,nc
2024-03-11T00:12:00.010Z,19.1583333333333,-155.472833333333,31.7,1.78,md,29,240,0.01054,0.1,hv,hv74133426,2024-03-11T22:05:54.420Z,"4 km S of Pāhala, Hawaii",earthquake,0.55,0.71,0.107077414668251,23,reviewed,hv,hv
2024-03-11T00:11:50.400Z,18.5486666666667,-66.7155,87.81,3.39,md,29,186,0.1903,0.12,pr,pr71442753,2024-03-11T00:36:41.660Z,"8 km N of Arecibo, Puerto Rico",earthquake,0.67,0.44,0.0753419073150561,14,reviewed,pr,pr
2024-03-11T00:10:19.111Z,41.5438,36.3071,15.895,4.1,mb,28,49,1.226,0.5,us,us7000m4lh,2024-03-11T09:17:13.215Z,"29 km N of Samsun, Turkey",earthquake,2.22,6.281,0.165,10,reviewed,us,us
2024-03-10T23:49:16.105Z,31.64,-104.193,5.9973,1.5,ml,20,64,0.1,0.2,tx,tx2024exww,2024-03-12T18:01:27.033Z,"52 km NW of Toyah, Texas",earthquake,0.9054030550383653,1.545112808226779,0,6,reviewed,tx,tx
2024-03-10T23:20:37.920Z,61.6474,-149.9959,40.5,1.6,ml,,,,0.67,ak,ak024385fmq8,2024-03-10T23:22:34.191Z,"9 km WNW of Houston, Alaska",earthquake,,1.9,,,automatic,ak,ak
2024-03-10T23:17:44.601Z,31.632,-104.5,7.3303,1.9,ml,16,69,0,0.2,tx,tx2024exvv,2024-03-12T15:15:11.089Z,"61 km S of Whites City, New Mexico",earthquake,1.525032783119142,0.8341634965041756,0.1,17,reviewed,tx,tx
2024-03-10T23:15:18.800Z,40.2908333,-124.4261667,11.51,1.77,md,23,248,0.06397,0.12,nc,nc74015231,2024-03-13T00:02:35.672Z,"13 km WSW of Petrolia, CA",earthquake,0.55,0.33,0.088,16,reviewed,nc,nc
2024-03-10T23:06:38.040Z,38.8101654,-122.8249969,2.14,1.07,md,16,62,0.003514,0.02,nc,nc74015221,2024-03-10T23:08:12.566Z,"7 km WNW of The Geysers, CA",earthquake,0.27,0.56,0.28,17,automatic,nc,nc
2024-03-10T23:02:26.060Z,34.0231667,-117.229,17.43,1.53,ml,54,22,0.08886,0.18,ci,ci40685264,2024-03-12T17:55:57.810Z,"4 km SE of Loma Linda, CA",earthquake,0.19,0.38,0.135,22,reviewed,ci,ci
2024-03-10T22:52:49.709Z,59.9636,-152.3124,90,1.2,ml,,,,0.39,ak,ak02438512y2,2024-03-10T22:54:58.870Z,"32 km W of Happy Valley, Alaska",earthquake,,1.3,,,automatic,ak,ak
2024-03-10T22:49:38.040Z,38.8190002,-122.8235016,2.32,1.07,md,15,66,0.009899,0.01,nc,nc74015206,2024-03-10T22:51:13.394Z,"7 km NW of The Geysers, CA",earthquake,0.26,0.59,0.33,16,automatic,nc,nc
2024-03-10T22:48:50.670Z,33.1611667,-116.0208333,7.48,1.16,ml,39,35,0.03817,0.15,ci,ci40685256,2024-03-12T17:40:17.350Z,"10 km E of Ocotillo Wells, CA",earthquake,0.16,0.36,0.128,25,reviewed,ci,ci
2024-03-10T22:44:46.710Z,38.8069992,-122.8085022,1.55,0.75,md,11,70,0.01036,0.02,nc,nc74015201,2024-03-10T22:46:23.351Z,"6 km NW of The Geysers, CA",earthquake,0.3,0.79,0.1,12,automatic,nc,nc
2024-03-10T22:38:06.134Z,31.514,-104.011,6.2024,2.1,ml,20,74,0.1,0.1,tx,tx2024exun,2024-03-11T21:29:17.534Z,"30 km NW of Toyah, Texas",earthquake,0.8308838091017243,1.1524824805069163,0.1,19,reviewed,tx,tx
2024-03-10T22:22:51.620Z,33.9603333,-117.8853333,8.11,1.19,ml,24,97,0.03522,0.21,ci,ci40685248,2024-03-12T17:31:57.332Z,"2 km SE of Rowland Heights, CA",earthquake,0.4,0.66,0.261,18,reviewed,ci,ci
2024-03-10T22:19:46.970Z,38.8219986,-122.8553314,2.5,0.82,md,17,95,0.005668,0.02,nc,nc74015196,2024-03-10T22:21:23.124Z,"10 km WNW of The Geysers, CA",earthquake,0.31,0.51,0.2,17,automatic,nc,nc
2024-03-10T22:16:30.758Z,69.3592,-143.4552,0,3,ml,,,,0.65,ak,ak024384tbpg,2024-03-10T22:25:06.040Z,"86 km S of Kaktovik, Alaska",earthquake,,0.7,,,automatic,ak,ak
2024-03-10T22:14:57.805Z,59.298,-136.5607,20.4,2,ml,,,,0.75,ak,ak024384syd0,2024-03-10T22:16:58.116Z,"33 km WSW of Covenant Life, Alaska",earthquake,,0.7,,,automatic,ak,ak
2024-03-10T21:57:02.170Z,37.9758333,-122.0561667,14.15,1.42,md,29,71,0.0949,0.13,nc,nc74015191,2024-03-11T03:53:10.035Z,"2 km ESE of Pacheco, CA",earthquake,0.28,0.47,0.203,26,reviewed,nc,nc
2024-03-10T21:51:54.979Z,63.3544,-145.5092,1,2.3,ml,,,,0.48,ak,ak024384fg15,2024-03-10T21:53:50.973Z,"29 km N of Paxson, Alaska",earthquake,,0.2,,,automatic,ak,ak
2024-03-10T21:45:16.216Z,61.6069,-151.392,75.4,1.9,ml,,,,0.69,ak,ak024384e2qt,2024-03-10T21:47:57.005Z,"42 km S of Skwentna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2024-03-10T21:34:43.070Z,36.535,-98.958,5.99,1.42,ml,40,75,0.04319152435,0.13,ok,ok2024exsk,2024-03-11T17:19:16.609Z,"8 km SW of Waynoka, Oklahoma",earthquake,,0.3,0.22,11,reviewed,ok,ok
2024-03-10T21:28:09.010Z,36.0583333,-117.7076667,1.49,1.54,ml,28,62,0.0572,0.15,ci,ci40685232,2024-03-11T13:28:44.788Z,"22 km E of Coso Junction, CA",earthquake,0.17,0.21,0.182,18,reviewed,ci,ci
2024-03-10T21:25:40.250Z,19.1513328552246,-155.362670898438,28.7600002288818,2.23000002,md,42,189,0.09409,0.119999997,hv,hv74133351,2024-03-10T21:28:18.780Z,"13 km ESE of Pāhala, Hawaii",earthquake,0.53,0.670000017,0.310000002,9,automatic,hv,hv
2024-03-10T21:23:26.610Z,38.8461685,-122.8141632,1.47,0.77,md,13,53,0.01111,0.03,nc,nc74015186,2024-03-10T21:25:03.579Z,"8 km WNW of Cobb, CA",earthquake,0.28,0.76,0.27,14,automatic,nc,nc
2024-03-10T21:23:23.848Z,31.525,-104.017,6.7151,1.7,ml,20,59,0,0.2,tx,tx2024exsb,2024-03-12T20:41:33.057Z,"31 km NW of Toyah, Texas",earthquake,1.2342867074601942,0.7964558148773617,0,6,reviewed,tx,tx
2024-03-10T21:16:15.240Z,17.9645,-66.8551666666667,10.06,2.38,md,7,201,0.02522,0.11,pr,pr71442743,2024-03-10T21:24:57.380Z,"3 km ESE of Maria Antonia, Puerto Rico",earthquake,0.51,0.49,0.0361841258236544,6,reviewed,pr,pr
2024-03-10T21:12:16.504Z,63.4591,-151.3262,0,1.6,ml,,,,0.51,ak,ak024384704y,2024-03-10T21:14:54.872Z,"21 km ESE of Denali National Park, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-03-10T21:03:55.420Z,58.1771666666667,-155.340333333333,1.99,-0.06,ml,8,171,,0.05,av,av91136093,2024-03-12T02:40:40.610Z,"85 km NW of Karluk, Alaska",earthquake,0.24,0.38,0.213480191972448,8,reviewed,av,av
2024-03-10T20:58:25.760Z,18.1298333333333,-66.2906666666667,15.98,2.15,md,10,104,0.1137,0.12,pr,pr71442733,2024-03-10T21:25:12.600Z,"2 km WSW of Aibonito, Puerto Rico",earthquake,0.34,0.69,0.0936887999165861,3,reviewed,pr,pr
2024-03-10T20:55:20.200Z,38.7931671,-122.7648315,2.98,0.98,md,10,102,0.008453,0.01,nc,nc74015176,2024-03-10T20:56:57.310Z,"2 km NNW of The Geysers, CA",earthquake,0.42,0.89,0.28,12,automatic,nc,nc
2024-03-10T20:33:55.555Z,-52.2891,139.9721,10,5,mww,34,79,10.608,0.69,us,us7000m4kv,2024-03-10T20:53:50.040Z,"west of Macquarie Island",earthquake,5.42,1.879,0.089,12,reviewed,us,us
2024-03-10T20:29:25.100Z,33.8035,-116.1888333,6.93,0.59,ml,29,73,0.02803,0.13,ci,ci40685200,2024-03-12T17:26:39.744Z,"10 km NNE of Indio, CA",earthquake,0.19,0.35,0.106,11,reviewed,ci,ci
2024-03-10T20:08:42.990Z,38.8318329,-122.8193359,1.69,0.76,md,5,134,0.01111,0,nc,nc74015166,2024-03-10T20:10:15.889Z,"8 km NW of The Geysers, CA",earthquake,0.72,1.53,0.19,8,automatic,nc,nc
2024-03-10T20:08:07.170Z,35.471,-85.2363333333333,22.11,2.58,md,16,64,0.1195,0.11,se,se60572731,2024-03-11T12:03:34.730Z,"14 km W of Graysville, Tennessee",earthquake,0.81,0.53,0.0784350599060994,11,reviewed,se,se
2024-03-10T19:56:59.632Z,63.3135,-148.5481,79.3,2,ml,,,,0.22,ak,ak0243839nrf,2024-03-10T19:58:34.846Z,"21 km ESE of Cantwell, Alaska",earthquake,,0.5,,,automatic,ak,ak
2024-03-10T19:52:37.309Z,-20.9198,-69.127,111.527,4.6,mb,23,66,0.358,0.77,us,us7000m4kp,2024-03-10T23:38:12.639Z,"85 km SE of La Tirana, Chile",earthquake,5.56,5.614,0.128,18,reviewed,us,us
2024-03-10T19:49:33.330Z,18.0458333333333,-66.8031666666667,16.27,2.18,md,8,136,0.101,0.12,pr,pr71442718,2024-03-10T20:06:38.740Z,"3 km NNW of Guayanilla, Puerto Rico",earthquake,0.61,1.07,0.0960915534257851,5,reviewed,pr,pr
2024-03-10T19:47:46.640Z,51.3605,-178.953333333333,14.08,2.13,ml,9,310,,0.19,av,av92227906,2024-03-12T02:30:21.050Z,"170 km WSW of Adak, Alaska",earthquake,1.25,0.7,0.380736414409729,9,reviewed,av,av
2024-03-10T19:31:36.300Z,19.3785,-67.8698,7,3.79,md,18,215,1.1855,0.42,pr,pr2024070001,2024-03-10T20:35:03.817Z,"104 km NNE of Punta Cana, Dominican Republic",earthquake,2.48,1.77,0.09,10,reviewed,pr,pr
2024-03-10T19:31:00.040Z,35.4686666666667,-85.2341666666667,22.55,2.34,md,15,83,0.1181,0.09,se,se60572726,2024-03-11T12:15:11.040Z,"13 km W of Graysville, Tennessee",earthquake,0.77,0.53,0.150213098970608,11,reviewed,se,se
2024-03-10T19:23:25.510Z,33.8031667,-116.1835,6.78,0.91,ml,36,64,0.03229,0.12,ci,ci40685192,2024-03-12T17:21:32.350Z,"10 km NNE of Indio, CA",earthquake,0.16,0.33,0.092,15,reviewed,ci,ci
2024-03-10T19:23:01.020Z,38.8269997,-122.8111649,1.16,0.77,md,15,41,0.003699,0.04,nc,nc74015161,2024-03-10T19:24:36.471Z,"7 km NW of The Geysers, CA",earthquake,0.26,0.6,0.12,15,automatic,nc,nc
2024-03-10T19:22:39.500Z,34.0498333,-116.838,11.58,1.23,ml,47,41,0.02906,0.16,ci,ci40685184,2024-03-10T20:52:06.362Z,"14 km NNE of Banning, CA",earthquake,0.16,0.4,0.147,27,reviewed,ci,ci
2024-03-10T19:18:21.870Z,35.4745,-85.2378333333333,22.11,1.49,md,4,249,0.1201,0.13,se,se60501738,2024-03-11T12:35:17.460Z,"14 km WNW of Graysville, Tennessee",earthquake,1.59,0.9,0.0571922737573112,4,reviewed,se,se
2024-03-10T19:16:16.810Z,35.4696666666667,-85.2335,22.81,2.15,md,16,83,0.1174,0.06,se,se60572721,2024-03-11T12:28:20.820Z,"13 km W of Graysville, Tennessee",earthquake,0.71,0.49,0.105918459135828,14,reviewed,se,se
2024-03-10T19:05:17.256Z,31.513,-104.018,6.9971,1.6,ml,14,60,0.1,0.1,tx,tx2024exnn,2024-03-12T14:14:32.761Z,"30 km NW of Toyah, Texas",earthquake,1.3386723214133034,1.63259625429477,0.1,12,reviewed,tx,tx
2024-03-10T19:01:31.820Z,38.810833,-122.7748337,0.67,0.75,md,8,119,0.005174,0.03,nc,nc74015156,2024-03-10T19:03:05.175Z,"4 km NNW of The Geysers, CA",earthquake,0.32,0.81,0.04,8,automatic,nc,nc
2024-03-10T18:58:22.200Z,58.2465,-155.147833333333,-0.36,-0.53,ml,6,85,,0.04,av,av91136088,2024-03-12T02:25:20.870Z,"85 km NNW of Karluk, Alaska",earthquake,0.21,3.6,0.124294534841092,6,reviewed,av,av
2024-03-10T18:54:52.121Z,31.511,-104.016,7.7405,1.5,ml,17,78,0,0.1,tx,tx2024exng,2024-03-11T20:52:07.315Z,"30 km NW of Toyah, Texas",earthquake,0.95050683287919,0.7988074108377166,0.1,17,reviewed,tx,tx
2024-03-10T18:53:07.470Z,19.391,-155.007333333333,3.59,1.63,md,34,154,0.04248,0.2,hv,hv74133261,2024-03-13T02:45:49.300Z,"12 km SW of Leilani Estates, Hawaii",earthquake,0.58,0.77,0.182976460611266,23,reviewed,hv,hv
2024-03-10T18:46:28.030Z,40.6215,-121.8668333,15.47,2.29,md,22,61,0.06447,0.13,nc,nc74015151,2024-03-11T18:19:14.644Z,"14 km N of Shingletown, CA",earthquake,0.37,0.65,0.121,19,reviewed,nc,nc
2024-03-10T18:20:17.349Z,31.683,-104.414,6.0999,1.9,ml,15,70,0,0.2,tx,tx2024exmc,2024-03-11T16:09:08.542Z,"54 km S of Whites City, New Mexico",earthquake,0.8598067698539763,0.7557116550494846,0.2,13,reviewed,tx,tx
2024-03-10T18:17:57.982Z,60.7247,-150.009,36.9,2.1,ml,,,,0.72,ak,ak024382fv3q,2024-03-10T18:20:11.154Z,"28 km NNW of Cooper Landing, Alaska",earthquake,,0.7,,,automatic,ak,ak
2024-03-10T18:14:09.640Z,64.4956,-146.9074,5.6,0.7,ml,,,,0.67,ak,ak024382f484,2024-03-10T18:15:56.198Z,"3 km S of Salcha, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-03-10T18:13:00.200Z,41.9518333333333,-112.4445,0.56,1.1,md,12,109,0.09219,0.09,uu,uu80062476,2024-03-11T16:41:38.060Z,"17 km W of Portage, Utah",earthquake,0.33,5.93,0.114661724750396,9,reviewed,uu,uu
2024-03-10T18:10:16.250Z,60.0418333333333,-153.084166666667,-0.31,-0.01,ml,4,186,,0.03,av,av92227836,2024-03-12T02:18:53.140Z,"63 km ENE of Pedro Bay, Alaska",earthquake,0.31,1.27,0.347002189195492,4,reviewed,av,av
2024-03-10T18:05:04.200Z,48.073,-122.65433333333333,28.28,1.48,ml,21,92,0.1397,0.14,uw,uw61989321,2024-03-10T22:24:03.980Z,"3 km NE of Marrowstone, Washington",earthquake,0.3,0.48,0.15224509057828228,6,reviewed,uw,uw
2024-03-10T18:04:38.164Z,-29.2116,-72.6169,10,4.8,mb,34,149,1.392,1,us,us7000m4kd,2024-03-10T18:50:21.040Z,"148 km NW of Coquimbo, Chile",earthquake,5.18,1.915,0.105,28,reviewed,us,us
2024-03-10T17:56:58.580Z,19.1748332977295,-155.486663818359,34.0999984741211,2.1099999,md,35,139,0.0302,0.140000001,hv,hv74133201,2024-03-10T17:58:37.590Z,"3 km SSW of Pāhala, Hawaii",earthquake,0.56,0.730000019,0.170000002,4,automatic,hv,hv
2024-03-10T17:54:24.179Z,35.24516667,-97.75733333,4.3,1.09,ml,37,79,0.007198587392,0.31,ok,ok2024exld,2024-03-11T13:00:18.868Z,"2 km WNW of Bridge Creek, Oklahoma",earthquake,,0.6,0.29,13,reviewed,ok,ok
2024-03-10T17:31:56.570Z,58.3033333333333,-154.675,6.58,0,ml,9,204,,0.2,av,av92227811,2024-03-12T02:21:57.970Z,"82 km N of Karluk, Alaska",earthquake,0.69,1.98,0.339993631886952,9,reviewed,av,av
2024-03-10T17:20:01.772Z,31.8278,141.8007,10,4.8,mb,56,122,2.114,0.62,us,us7000m4ka,2024-03-10T17:46:16.040Z,"Izu Islands, Japan region",earthquake,10.27,1.882,0.045,150,reviewed,us,us
2024-03-10T17:15:38.700Z,38.8151665,-122.8181686,2.63,0.76,md,13,67,0.01037,0.02,nc,nc74015136,2024-03-10T17:17:15.160Z,"7 km NW of The Geysers, CA",earthquake,0.34,0.86,0.29,14,automatic,nc,nc
2024-03-10T17:09:25.162Z,31.518,-104.015,7.5354,2,ml,25,68,0,0.2,tx,tx2024exjs,2024-03-11T20:34:38.214Z,"30 km NW of Toyah, Texas",earthquake,0.9265221487922297,0.6838143104936045,0.1,20,reviewed,tx,tx
2024-03-10T17:03:33.845Z,52.206,159.424,64.586,4.3,mb,35,160,0.945,0.71,us,us7000m4k8,2024-03-10T17:29:30.040Z,"106 km SE of Vilyuchinsk, Russia",earthquake,9.17,7.661,0.106,25,reviewed,us,us
2024-03-10T17:02:45.827Z,31.52,-104.014,7.4841,2,ml,20,64,0,0.2,tx,tx2024exjn,2024-03-11T14:40:32.090Z,"30 km NW of Toyah, Texas",earthquake,0.7525692052356509,0.7093676003056547,0.2,17,reviewed,tx,tx
2024-03-10T17:00:34.860Z,60.0235,-153.061333333333,1.66,-0.74,ml,4,133,,0.11,av,av92227781,2024-03-12T02:15:55.440Z,"64 km ENE of Pedro Bay, Alaska",earthquake,1.2,2.16,0.294879860814295,4,reviewed,av,av
2024-03-10T16:46:41.890Z,38.8151665,-122.8176651,2.52,1.08,md,20,51,0.01013,0.02,nc,nc74015121,2024-03-10T16:48:14.941Z,"7 km NW of The Geysers, CA",earthquake,0.23,0.59,0.15,22,automatic,nc,nc
2024-03-10T16:45:39.010Z,40.3036667,-125.1525,10,2.91,md,57,273,0.6196,0.35,nc,nc74015126,2024-03-11T04:53:14.886Z,"74 km W of Petrolia, CA",earthquake,1.39,31.61,0.181,44,reviewed,nc,nc
2024-03-10T16:45:29.440Z,61.7417,-146.8857,9.5,2.1,ml,,,,0.74,ak,ak024381ext0,2024-03-10T16:47:31.600Z,"26 km SE of Eureka Roadhouse, Alaska",earthquake,,0.2,,,automatic,ak,ak
2024-03-10T16:41:52.130Z,38.8295,-122.7998333,2.14,0.4,md,10,83,0.01006,0.01,nc,nc74015116,2024-03-11T21:29:32.739Z,"7 km W of Cobb, CA",earthquake,0.43,1.32,0.383,10,reviewed,nc,nc
2024-03-10T16:37:12.210Z,38.8240013,-122.8536682,2.42,1.18,md,19,92,0.004334,0.01,nc,nc74015111,2024-03-10T16:38:44.784Z,"10 km WNW of The Geysers, CA",earthquake,0.22,0.44,0.33,13,automatic,nc,nc
2024-03-10T16:37:06.570Z,38.8354988,-122.7994995,1.97,1.62,md,24,63,0.007718,0.02,nc,nc74015106,2024-03-10T16:38:39.843Z,"7 km WNW of Cobb, CA",earthquake,0.19,0.41,0.15,24,automatic,nc,nc
2024-03-10T16:35:54.260Z,33.1935,-116.034,5.96,1.45,ml,60,55,0.05122,0.2,ci,ci40685144,2024-03-10T20:53:15.950Z,"11 km ENE of Ocotillo Wells, CA",earthquake,0.14,0.61,0.153,27,reviewed,ci,ci
2024-03-10T16:30:28.491Z,41.9561,-119.599,0,2.4,ml,5,127.41,0.527,0.1388,nn,nn00874514,2024-03-10T21:13:32.062Z,"47 km ENE of Fort Bidwell, California",earthquake,,0,0.59,5,reviewed,nn,nn
2024-03-10T16:15:14.823Z,29.068,-98.22,11.7676,1.9,ml,14,84,0.2,0.2,tx,tx2024exhx,2024-03-12T13:18:37.467Z,"9 km SW of Floresville, Texas",earthquake,1.3323690426305914,1.579957846077014,0.1,11,reviewed,tx,tx
2024-03-10T16:12:56.550Z,33.5056667,-116.5328333,9.93,0.62,ml,19,114,0.05172,0.13,ci,ci40685136,2024-03-10T20:52:33.792Z,"14 km ESE of Anza, CA",earthquake,0.28,0.41,0.323,8,reviewed,ci,ci
2024-03-10T16:12:18.277Z,41.9939,-119.6025,0,2.5,ml,5,117.74,0.529,0.2852,nn,nn00874513,2024-03-10T21:10:25.239Z,"47 km ENE of Fort Bidwell, California",earthquake,,0,0.62,5,reviewed,nn,nn
2024-03-10T16:06:02.500Z,18.6386666666667,-66.8506666666667,69.18,2.7,md,17,237,0.3001,0.14,pr,pr71442703,2024-03-10T16:33:11.950Z,"17 km N of Hatillo, Puerto Rico",earthquake,0.89,0.96,0.11143402192308,7,reviewed,pr,pr
2024-03-10T16:01:03.589Z,31.748,-104.161,6.0999,1.8,ml,19,51,0,0.1,tx,tx2024exhk,2024-03-11T20:00:18.848Z,"51 km SSE of Whites City, New Mexico",earthquake,0.5471714895398483,0.7031152524905286,0.2,16,reviewed,tx,tx
2024-03-10T15:50:05.180Z,33.5118333,-116.755,4.59,0.74,ml,30,66,0.03789,0.14,ci,ci40685128,2024-03-12T17:15:30.883Z,"9 km WSW of Anza, CA",earthquake,0.19,0.3,0.164,15,reviewed,ci,ci
2024-03-10T15:48:09.040Z,32.643,-104.3979,5,2.5,mb_lg,26,81,0.491,0.23,us,us7000m4jy,2024-03-10T16:23:53.897Z,"14 km S of Atoka, New Mexico",earthquake,3.08,1.97,0.104,39,reviewed,us,us
2024-03-10T15:40:03.980Z,45.642833333333336,-122.56516666666667,19.46,0.99,md,6,158,0.2829,0.07,uw,uw61989296,2024-03-11T00:12:20.470Z,"2 km S of Orchards, Washington",earthquake,0.58,1.14,0.1178346311754761,3,reviewed,uw,uw
2024-03-10T15:38:47.370Z,19.2158336639404,-155.511001586914,33.189998626709,2.35,ml,56,64,0.03431,0.129999995,hv,hv74133116,2024-03-10T16:54:51.040Z,"3 km WNW of Pāhala, Hawaii",earthquake,0.38,0.579999983,0.25,10,automatic,hv,hv
2024-03-10T15:34:44.183Z,61.8803,-148.3601,19,1.3,ml,,,,0.49,ak,ak024380r6ea,2024-03-10T15:36:36.600Z,"10 km NNE of Chickaloon, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-03-10T15:32:06.070Z,38.8334999,-122.8160019,1.76,0.71,md,15,56,0.0111,0.03,nc,nc74015101,2024-03-10T15:33:40.224Z,"8 km NW of The Geysers, CA",earthquake,0.28,0.8,0.31,16,automatic,nc,nc
2024-03-10T15:28:30.300Z,32.4591667,-115.5386667,8.38,1.6,ml,23,88,0.08636,0.2,ci,ci40685120,2024-03-12T17:09:25.638Z,"14 km SSE of Progreso, B.C., MX",earthquake,0.34,1.09,0.214,19,reviewed,ci,ci
2024-03-10T15:26:00.666Z,59.7424,-152.8224,99.4,1.4,ml,,,,0.15,ak,ak024380pdb6,2024-03-10T15:27:11.782Z,"55 km W of Anchor Point, Alaska",earthquake,,1.2,,,automatic,ak,ak
2024-03-10T15:20:22.317Z,31.514,-104.016,6.7664,1.6,ml,20,76,0.1,0.1,tx,tx2024exgb,2024-03-11T20:31:07.003Z,"30 km NW of Toyah, Texas",earthquake,0.8944970113721994,1.2274722126037736,0.2,20,reviewed,tx,tx
2024-03-10T15:19:27.680Z,38.8138351,-122.8199997,2.07,0.9,md,8,159,0.008719,0.02,nc,nc74015096,2024-03-10T15:21:00.079Z,"7 km NW of The Geysers, CA",earthquake,0.83,2.17,0.2,8,automatic,nc,nc
2024-03-10T15:08:24.514Z,39.4101,-119.6909,8.8,1.7,ml,18,69.13,0.059,0.1604,nn,nn00874506,2024-03-10T15:23:16.830Z,"11 km NNW of Virginia City, Nevada",earthquake,,1,0.3,7,reviewed,nn,nn
2024-03-10T15:06:01.560Z,65.6889,-149.7187,5.2,1.5,ml,,,,0.43,ak,ak024380l324,2024-03-10T15:13:18.122Z,"29 km NE of Rampart, Alaska",earthquake,,0.7,,,automatic,ak,ak
2024-03-10T15:05:09.111Z,31.666,-104.41,5.8179,1.7,ml,19,57,0,0.2,tx,tx2024exfo,2024-03-12T14:09:54.736Z,"56 km S of Whites City, New Mexico",earthquake,1.193848182760979,1.014399218329256,0.1,16,reviewed,tx,tx
2024-03-10T15:04:19.040Z,58.2453333333333,-155.044833333333,3.93,-0.1,ml,9,120,,0.15,av,av91136078,2024-03-12T02:06:27.970Z,"83 km NNW of Karluk, Alaska",earthquake,0.3,0.61,0.328661112226201,9,reviewed,av,av
2024-03-10T14:52:32.981Z,41.9037,-119.5701,0,2,ml,4,217.9,0.546,0.1558,nn,nn00874515,2024-03-10T21:16:38.281Z,"48 km E of Fort Bidwell, California",earthquake,,4.1,0.67,3,reviewed,nn,nn
2024-03-10T14:50:05.580Z,32.6966667,-115.727,10.2,1.95,ml,42,49,0.04721,0.22,ci,ci40685096,2024-03-12T00:37:52.040Z,"19 km NW of Progreso, B.C., MX",earthquake,0.23,0.47,0.205,23,reviewed,ci,ci
2024-03-10T14:45:57.910Z,19.3544998168945,-155.391662597656,6.46999979019165,1.74000001,md,38,60,0.02175,0.200000003,hv,hv74133071,2024-03-10T14:47:45.870Z,"19 km NNE of Pāhala, Hawaii",earthquake,0.36,0.589999974,0.25999999,15,automatic,hv,hv
2024-03-10T14:36:05.040Z,38.8151665,-122.817337,2.57,1.29,md,25,50,0.009985,0.04,nc,nc74015071,2024-03-10T14:37:39.775Z,"7 km NW of The Geysers, CA",earthquake,0.23,0.43,0.09,27,automatic,nc,nc
2024-03-10T14:29:51.960Z,39.3226666666667,-111.155666666667,-2.03,1.79,ml,16,69,0.04839,0.07,uu,uu80062466,2024-03-11T14:30:04.610Z,"13 km NW of Orangeville, Utah",earthquake,0.29,0.28,0.0445716290378577,5,reviewed,uu,uu
2024-03-10T14:25:52.740Z,38.8143349,-122.8180008,2.38,0.79,md,16,53,0.0103,0.02,nc,nc74015066,2024-03-10T14:27:24.602Z,"7 km NW of The Geysers, CA",earthquake,0.28,0.66,0.08,18,automatic,nc,nc
2024-03-10T14:25:40.420Z,54.7976666666667,-164.182333333333,8.48,1.37,ml,4,312,,0.26,av,av91136068,2024-03-12T01:51:51.600Z,"49 km W of False Pass, Alaska",earthquake,2.08,1.17,0.252771258270369,4,reviewed,av,av
